District,Building name,Last date of visit of the case(s),Related cases,Latitude,Longitude
Tai Po,Pak Ngau Shek Ha Village,25/12/2022,,22.444345,114.126115
Tai Po,Sing Kung Building,25/12/2022,,22.4529685,114.1655243
Tai Po,She Shan Village,25/12/2022,,22.4507192,114.1440791
Tai Po,Meadow Cove,25/12/2022,,22.4423282,114.165521
Tai Po,"Block A, Greenery Plaza",25/12/2022,,22.4526637,114.1631122
Tai Po,Jade Garden,25/12/2022,,22.4495396,114.1638618
Tai Po,"Block 43, Savanna Garden",25/12/2022,,22.434831,114.18221
Tai Po,"Block 45, Savanna Garden",25/12/2022,,22.434831,114.18221
Tai Po,Man Hung House,25/12/2022,,22.4480774,114.1650337
Tai Po,Kam Fu Building,25/12/2022,,22.4475186,114.1650731
Tai Po,Kam Fuk Building,25/12/2022,,22.4475107,114.1678552
Tai Po,Kam Shan,25/12/2022,,22.445383,114.1605885
Tai Po,Chung Uk Village,25/12/2022,,22.4423282,114.165521
Tai Po,Tung Sau Square,24/12/2022,,22.4488225,114.1681117
Tai Po,"Block 8, Grand Palisades",24/12/2022,,22.4517488,114.1707218
Tai Po,"Po Hing House, Po Heung Estate",24/12/2022,,22.446774,114.165347
Tai Po,"Block 7, Villa Rhapsody, Symphony Bay",24/12/2022,,22.429017,114.2513323
Tai Po,Tai Wo Building,24/12/2022,,22.4485455,114.1662761
Tai Po,Luen Fung Building,24/12/2022,,22.4477313,114.1664619
Tai Po,Central Plaza,23/12/2022,,22.4491118,114.1665548
Tai Po,5 Tung Mau Square,23/12/2022,,22.4491021,114.1677571
Tai Po,"Block 2, Grand Palisades",23/12/2022,,22.452328,114.168959
Tai Po,"Tower 9, The Regent",23/12/2022,,22.4390908,114.1679352
Tai Po,"Block 10, Serenity Park",23/12/2022,,22.4538525,114.1599513
Tai Po,"Block 16, Serenity Park",23/12/2022,,22.4538525,114.1599513
Tai Po,"Block 18, Serenity Park",23/12/2022,,22.4526856,114.1716485
Tai Po,"Block 1, Serenity Park",23/12/2022,,22.4538525,114.1599513
Tai Po,"Block 2, Serenity Park",23/12/2022,,22.4538525,114.1599513
Tai Po,"Block 3, Serenity Park",23/12/2022,,22.4538525,114.1599513
Tai Po,"Block 5, Serenity Park",23/12/2022,,22.4514486,114.1689704
Tai Po,"Block 6, Serenity Park",23/12/2022,,22.4538525,114.1599513
Tai Po,"Block 7, Serenity Park",23/12/2022,,22.4517332,114.1703923
Tai Po,"Block 8, Serenity Park",23/12/2022,,22.4517488,114.1707218
Tai Po,"Block 13, Parc Versailles",23/12/2022,,22.4530407,114.1542698
Tai Po,"Block 36, Parc Versailles",23/12/2022,,22.4530407,114.1542698
Tai Po,"Block 6, Classical Gardens",23/12/2022,,22.4419365,114.1609344
Tai Po,"Block 29, Grand Dynasty View, Classical Gardens",23/12/2022,,22.4414865,114.1599135
Tai Po,"Block 30, Grand Dynasty View, Classical Gardens",23/12/2022,,22.4414865,114.1599135
Tai Po,"Block 31, Grand Dynasty View, Classical Gardens",23/12/2022,,22.4414865,114.1599135
Tai Po,37 Po Yick Street,23/12/2022,,22.449435,114.1667195
Tai Po,"Tower 8B, Ontolo",23/12/2022,,22.4293266,114.2082952
Tai Po,"Block 3, Redland Garden",23/12/2022,,22.440582,114.181318
Tai Po,Foon Lok Building,23/12/2022,,22.4423282,114.165521
Tai Po,Sha Po Tsai,23/12/2022,,22.436993,114.164507
Tai Po,Care Village,23/12/2022,,22.442927,114.178327
Tai Po,Mei Fung Building,23/12/2022,,22.4471092,114.1691183
Tai Po,"Block 1, Evergreen Court",23/12/2022,,22.4537679,114.1637322
Tai Po,Sai Keng,23/12/2022,,22.419301,114.26713
Tai Po,"Tower 3A, Mayfair By The Sea 8",23/12/2022,,22.4278778,114.2075927
Tai Po,Shun King Building,23/12/2022,,22.4540236,114.1651729
Tai Po,The Education University of Hong Kong Senior Staff Quarters,23/12/2022,,22.4670285,114.1936333
Tai Po,Ma Wo Village,23/12/2022,,22.443005,114.159529
Tai Po,"Tower 2, Solaria",22/12/2022,,22.4294603,114.2052339
Tai Po,"Block 10, Grand Palisades",22/12/2022,,22.4412849,114.1731311
Tai Po,"Block 3, Grand Palisades",22/12/2022,,22.452328,114.168959
Tai Po,Tai Po Tau Shui Wai,22/12/2022,,22.452456,114.157573
Tai Po,"Block 11, Serenity Park",22/12/2022,,22.4538525,114.1599513
Tai Po,"Block 17, Serenity Park",22/12/2022,,22.4538525,114.1599513
Tai Po,Kwun Hang,22/12/2022,,22.4423282,114.165521
Tai Po,Fu Shing Building,22/12/2022,,22.4494405,114.1646853
Tai Po,"Marigold Court, Fuller Garden",22/12/2022,,22.4423282,114.165521
Tai Po,"Block 25, Parc Versailles",22/12/2022,,22.4530407,114.1542698
Tai Po,"Block 7, Parc Versailles",22/12/2022,,22.4530407,114.1542698
Tai Po,"Block 11, The Paragon",22/12/2022,,22.4426254,114.1734937
Tai Po,"Tower 6A, Ontolo",22/12/2022,,22.4293266,114.2082952
Tai Po,Wing Fu Building,22/12/2022,,22.4489553,114.1647898
Tai Po,"Tower 13, Centra Horizon",22/12/2022,,22.4423282,114.165521
Tai Po,"Tower 6, Centra Horizon",22/12/2022,,22.4287338,114.2063513
Tai Po,"Block 3, Fook On Building",22/12/2022,,22.4465526,114.1672979
Tai Po,Kau Liu Ha,22/12/2022,,22.461658,114.145117
Tai Po,"Tower 11, Mayfair By The Sea II",22/12/2022,,22.4313708,114.2053099
Tai Po,Kam Tong Building,22/12/2022,,22.4474612,114.1657037
Tai Po,Shun On Building,22/12/2022,,22.4477012,114.1651382
Tai Po,Fung Yuen,22/12/2022,,22.466398,114.180697
Tsuen Wan,Sam Tung Uk Resite Village,28/12/2022,,22.379773,114.130823
Tsuen Wan,Kowloon Panda Hotel,28/12/2022,,22.368988,114.120796
Tsuen Wan,Yi Pei Chun,28/12/2022,,22.378349,114.12467
Tsuen Wan,"Tower 5, Parc City",28/12/2022,,22.3692611,114.1117131
Tsuen Wan,"Tower 7, Parc City",28/12/2022,,22.3692611,114.1117131
Tsuen Wan,"Tower 8, Parc City",28/12/2022,,22.3692611,114.1117131
Tsuen Wan,Sheeny Terrace,28/12/2022,,22.3763902,114.1050338
Tsuen Wan,"Tower 1, New Haven",28/12/2022,,22.367787,114.120418
Tsuen Wan,"Tower 3, New Haven",28/12/2022,,22.367787,114.120418
Tsuen Wan,Yuen Tun Village,28/12/2022,,22.362695,114.04637
Tsuen Wan,Kwan Shing Building,28/12/2022,,22.3696901,114.1205716
Tsuen Wan,Tin Po Building,28/12/2022,,22.3710917,114.1149976
Tsuen Wan,On Yue Building,28/12/2022,,22.3700542,114.1199213
Tsuen Wan,Wang Lung Industrial Building,28/12/2022,,22.3649913,114.1169021
Tsuen Wan,"Block A, Joyful Building",28/12/2022,,22.3766074,114.10587
Tsuen Wan,"Cheong Kwai Court, Wealthy Garden",28/12/2022,,22.369115,114.122408
Tsuen Wan,"Block 2, Bo Shek Mansion",28/12/2022,,22.3685755,114.1179538
Tsuen Wan,"Block 3, Bo Shek Mansion",28/12/2022,,22.3685755,114.1179538
Tsuen Wan,"Block 5, The Cliveden",28/12/2022,,22.3769182,114.1114787
Tsuen Wan,"Block 9, The Cliveden",28/12/2022,,22.3760685,114.112651
Tsuen Wan,"Chui Ting House, Sheung Chui Court",28/12/2022,,22.367262,114.1201753
Tsuen Wan,"Chui Ho House, Sheung Chui Court",28/12/2022,,22.3673172,114.1202674
Tsuen Wan,"Chui Wu House, Sheung Chui Court",28/12/2022,,22.36767,114.12026
Tsuen Wan,"Block 1, Royal Sea Crest",28/12/2022,,22.362806,114.045851
Tsuen Wan,"Block 2, Royal Sea Crest",28/12/2022,,22.362806,114.045851
Tsuen Wan,Peace House,28/12/2022,,22.36986,114.1146492
Tsuen Wan,"Block 1, Harmony Garden",28/12/2022,,22.3759135,114.1111554
Tsuen Wan,"Block 2, Harmony Garden",28/12/2022,,22.3677347,114.1173433
Tsuen Wan,Kwong Fat Building,28/12/2022,,22.3697529,114.1162982
Tsuen Wan,Tak Fam Building,28/12/2022,,22.3693729,114.1181562
Tsuen Wan,"Block 1, Fairview Garden",28/12/2022,,22.3759135,114.1111554
Tsuen Wan,"Block 7, Hanley Villa",28/12/2022,,22.3765495,114.112036
Tsuen Wan,"Block 10, Discovery Park",28/12/2022,,22.3758263,114.1125959
Tsuen Wan,"Block 12, Discovery Park",28/12/2022,,22.3753271,114.1124452
Tsuen Wan,"Block 1, Discovery Park",28/12/2022,,22.3759135,114.1111554
Tsuen Wan,"Block 2, Discovery Park",28/12/2022,,22.3761549,114.111109
Tsuen Wan,"Block 3, Discovery Park",28/12/2022,,22.3764292,114.1110494
Tsuen Wan,"Block 6, Discovery Park",28/12/2022,,22.3767719,114.1117449
Tsuen Wan,"Block 7, Discovery Park",28/12/2022,,22.3765495,114.112036
Tsuen Wan,"Block 8, Discovery Park",28/12/2022,,22.3763953,114.1122658
Tsuen Wan,"Block 9, Discovery Park",28/12/2022,,22.3760685,114.112651
Tsuen Wan,The Rise,28/12/2022,,22.3712654,114.1329258
Tsuen Wan,"Block A, Cheong Wah Building",28/12/2022,,22.3734315,114.1156479
Tsuen Wan,"Block B, Cheong Wah Building",28/12/2022,,22.3734315,114.1156479
Tsuen Wan,"Tower 1, The Aurora",28/12/2022,,22.367227,114.1152665
Tsuen Wan,"Tower 2, The Aurora",28/12/2022,,22.367227,114.1152665
Tsuen Wan,"Tower 3, The Aurora",28/12/2022,,22.367227,114.1152665
Tsuen Wan,"Block 19, The Cairnhill",28/12/2022,,22.3844006,114.1106177
Tsuen Wan,"Tai Fat House, East Asia Gardens",28/12/2022,,22.36798,114.12213
Tsuen Wan,"Tower 1, Pavilia Bay",28/12/2022,,22.3656413,114.1125171
Tsuen Wan,"Tower 2, Pavilia Bay",28/12/2022,,22.3656413,114.1125171
Tsuen Wan,"Block 2, Lei Muk Shue Estate",28/12/2022,,22.3781944,114.1366988
Tsuen Wan,"Block 3, Lei Muk Shue Estate",28/12/2022,,22.3781944,114.1366988
Tsuen Wan,"Kin Shue House, Lei Muk Shue Estate",28/12/2022,,22.3787999,114.1363644
Tsuen Wan,"Pak Shue House, Lei Muk Shue Estate",28/12/2022,,22.3775362,114.1348258
Tsuen Wan,"Yeung Shue House, Lei Muk Shue Estate",28/12/2022,,22.3774514,114.135226
Tsuen Wan,"Fung Shue House, Lei Muk Shue Estate",28/12/2022,,22.376882,114.135807
Tsuen Wan,"Yung Shue House, Lei Muk Shue Estate",28/12/2022,,22.3789803,114.135172
Tsuen Wan,"Wing Shue House, Lei Muk Shue Estate",28/12/2022,,22.3773613,114.1360857
Tsuen Wan,"Lok Shue House, Lei Muk Shue Estate",28/12/2022,,22.3788732,114.1358999
Tsuen Wan,"Chui Shue House, Lei Muk Shue Estate",28/12/2022,,22.3778992,114.1359928
Tsuen Wan,"Kwai Shue House, Lei Muk Shue Estate",28/12/2022,,22.3799051,114.1359928
Tsuen Wan,Wing Fat Building,28/12/2022,,22.371046,114.1169485
Tsuen Wan,Indi Home,28/12/2022,,22.3663202,114.1181562
Tsuen Wan,"Block 13, Sea Crest Villa",28/12/2022,,22.366153,114.056998
Tsuen Wan,"Block 2, Sea Crest Villa",28/12/2022,,22.366153,114.056998
Tsuen Wan,"Block 5, Phase 2, Sea Crest Villa",28/12/2022,,22.366153,114.056998
Tsuen Wan,"Block 8, Sea Crest Villa",28/12/2022,,22.3763953,114.1122658
Tsuen Wan,"Tower 1, Ocean Supreme",28/12/2022,,22.3682049,114.1089707
Tsuen Wan,"Tower 10, Ocean Pride",28/12/2022,,22.3683109,114.110007
Tsuen Wan,"Tower 6, Ocean Pride",28/12/2022,,22.3683109,114.110007
Tsuen Wan,"Tower 7, Ocean Pride",28/12/2022,,22.3683109,114.110007
Tsuen Wan,"Tower 9, Ocean Pride",28/12/2022,,22.3683109,114.110007
Tsuen Wan,Hoi Pa New Village,28/12/2022,,22.3725143,114.1145386
Tsuen Wan,Hoi Pa Resite Village,28/12/2022,,22.379177,114.128687
Tsuen Wan,Hoi Pa Village Northeast Terrace,28/12/2022,,22.37653,114.122166
Tsuen Wan,The Blue Yard,28/12/2022,,22.3701469,114.1149047
Tsuen Wan,"Hoi Yin Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Hoi Ning Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Hoi Sing Mansion, Riviera Gardens",28/12/2022,,22.360939,114.112819
Tsuen Wan,"Hoi Ming Mansion, Riviera Gardens",28/12/2022,,22.3613477,114.1129804
Tsuen Wan,"Hoi Fai Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Hoi San Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Hoi Tsui Mansion, Riviera Gardens",28/12/2022,,22.362005,114.113634
Tsuen Wan,"Hoi Kwai Mansion, Riviera Gardens",28/12/2022,,22.3618587,114.1144853
Tsuen Wan,"Hoi Wai Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Hoi Yue Mansion, Riviera Gardens",28/12/2022,,22.361879,114.114488
Tsuen Wan,"Hoi Kwun Mansion, Riviera Gardens",28/12/2022,,22.3610945,114.1123615
Tsuen Wan,"Hoi Fung Mansion, Riviera Gardens",28/12/2022,,22.361165,114.113489
Tsuen Wan,"Hoi Yat Mansion, Riviera Gardens",28/12/2022,,22.361851,114.114003
Tsuen Wan,"Hoi Ngan Mansion, Riviera Gardens",28/12/2022,,22.362291,114.1133909
Tsuen Wan,"Hoi Wan Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Hoi Har Mansion, Riviera Gardens",28/12/2022,,22.3620725,114.1138363
Tsuen Wan,"Block 3, Waterside Plaza",28/12/2022,,22.3764292,114.1110494
Tsuen Wan,"Block 4, Waterside Plaza",28/12/2022,,22.3767155,114.1109884
Tsuen Wan,"Fook Chi Lau, Moon Lok Dai Ha",28/12/2022,,22.3732712,114.1129127
Tsuen Wan,Skyline Plaza,28/12/2022,,22.3697939,114.1118854
Tsuen Wan,"Block 1, Bayview Garden",28/12/2022,,22.3700339,114.0999898
Tsuen Wan,"Block 2, Bayview Garden",28/12/2022,,22.3697176,114.0994619
Tsuen Wan,"Block 3, Bayview Garden",28/12/2022,,22.3764292,114.1110494
Tsuen Wan,"Block 4, Bayview Garden",28/12/2022,,22.3767155,114.1109884
Tsuen Wan,"Block 5, Bayview Garden",28/12/2022,,22.3697176,114.0994619
Tsuen Wan,"Tower North, Chelsea Court",28/12/2022,,22.3667885,114.1164626
Tsuen Wan,"Tower South, Chelsea Court",28/12/2022,,22.3699122,114.1144306
Tsuen Wan,"Tower East, Chelsea Court",28/12/2022,,22.3667885,114.1164626
Tsuen Wan,"Tower West, Chelsea Court",28/12/2022,,22.366869,114.1170678
Tsuen Wan,"Block 10, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 12, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 13, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 15, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 16, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 18, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 1, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 20, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 26, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 28, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 29, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 2, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 30, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 31, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 3, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 5, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 7, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 8, Park Island",28/12/2022,,22.3532151,114.0614369
Tsuen Wan,"Block 1, City Point",28/12/2022,,22.3642224,114.1148249
Tsuen Wan,"Block 2, City Point",28/12/2022,,22.3642224,114.1148249
Tsuen Wan,"Block 3, City Point",28/12/2022,,22.3642224,114.1148249
Tsuen Wan,"Block 5, City Point",28/12/2022,,22.3642224,114.1148249
Tsuen Wan,"Block 6, City Point",28/12/2022,,22.3642224,114.1148249
Tsuen Wan,"Block 8, City Point",28/12/2022,,22.3642224,114.1148249
Tsuen Wan,Tin Liu New Village,28/12/2022,,22.352507,114.059725
Tsuen Wan,Pak Tin Pa Village,28/12/2022,,22.37645,114.115994
Tsuen Wan,Chung On Building,28/12/2022,,22.369236,114.118003
Tsuen Wan,"Shek To House, Shek Wai Kok Estate",28/12/2022,,22.3751398,114.1219651
Tsuen Wan,"Shek Tsui House, Shek Wai Kok Estate",28/12/2022,,22.3768109,114.1256114
Tsuen Wan,"Shek Fong House, Shek Wai Kok Estate",28/12/2022,,22.3746578,114.123916
Tsuen Wan,"Shek Kuk House, Shek Wai Kok Estate",28/12/2022,,22.3745621,114.1228036
Tsuen Wan,"Shek Kwai House, Shek Wai Kok Estate",28/12/2022,,22.3745621,114.1228036
Tsuen Wan,"Shek Lin House, Shek Wai Kok Estate",28/12/2022,,22.374505,114.122634
Tsuen Wan,"Shek Lan House, Shek Wai Kok Estate",28/12/2022,,22.3745621,114.1228036
Tsuen Wan,"Tower 1, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower 2, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower 3, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower 5, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower 6, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower 7, Bellagio",28/12/2022,,22.3713227,114.1141601
Tsuen Wan,"Tower 8, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower 9, Bellagio",28/12/2022,,22.3672773,114.0615465
Tsuen Wan,"Tower A, Clague Garden Estate",28/12/2022,,22.3700527,114.1109293
Tsuen Wan,"Tower B, Clague Garden Estate",28/12/2022,,22.3700527,114.1109293
Tsuen Wan,"Tower C, Clague Garden Estate",28/12/2022,,22.3700527,114.1109293
Tsuen Wan,"Wing Ting House, Fuk Loi Estate",28/12/2022,,22.3741387,114.1136505
Tsuen Wan,"Wing Hong House, Fuk Loi Estate",28/12/2022,,22.374385,114.113667
Tsuen Wan,"Wing Cheung House, Fuk Loi Estate",28/12/2022,,22.373267,114.1132669
Tsuen Wan,"Wing Lok House, Fuk Loi Estate",28/12/2022,,22.3738587,114.1150159
Tsuen Wan,"Wing Lung House, Fuk Loi Estate",28/12/2022,,22.3741387,114.1136505
Tsuen Wan,29 Wo Tik Street,28/12/2022,,22.369563,114.114368
Tsuen Wan,H Cube,28/12/2022,,22.3664841,114.1178078
Tsuen Wan,Kapok Mansion,28/12/2022,,22.3699122,114.1144306
Tsuen Wan,"Block A, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block D, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block E, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block G, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block J, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block K, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block L, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block M, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block N, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block P, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Block S, Luk Yeung Sun Chuen",28/12/2022,,22.3740119,114.1186646
Tsuen Wan,"Tower 1, Primrose Hill",28/12/2022,,22.3718684,114.1299663
Tsuen Wan,"Tower 2, Primrose Hill",28/12/2022,,22.3718684,114.1299663
Tsuen Wan,"Tower 3, Primrose Hill",28/12/2022,,22.3718684,114.1299663
Tsuen Wan,"Tower 2, Ocean Pointe",28/12/2022,,22.365597,114.062659
Tsuen Wan,"Tower 3, Ocean Pointe",28/12/2022,,22.365597,114.062659
Tsuen Wan,"Block 1, Greenview Court",28/12/2022,,22.3759135,114.1111554
Tsuen Wan,"Block 2, Greenview Court",28/12/2022,,22.3702887,114.0984978
Tsuen Wan,"Tower 1, Summit Terrace",28/12/2022,,22.3756737,114.1056575
Tsuen Wan,"Tower 2, Summit Terrace",28/12/2022,,22.3756737,114.1056575
Tsuen Wan,"Tower 3, Summit Terrace",28/12/2022,,22.3756737,114.1056575
Tsuen Wan,"Tower 5, Summit Terrace",28/12/2022,,22.3756737,114.1056575
Tsuen Wan,Fu Yung Building,28/12/2022,,22.3723317,114.1114266
Tsuen Wan,Victory Court,28/12/2022,,22.3722952,114.1178775
Tsuen Wan,Tsuen King Building,28/12/2022,,22.3722944,114.1152531
Tsuen Wan,"Block C, Allway Gardens",28/12/2022,,22.3671012,114.1204784
Tsuen Wan,"Block D, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block E, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block F, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block H, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block J, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block L, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block M, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block N, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block P, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block Q, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block R, Allway Gardens",28/12/2022,,22.3786522,114.1036867
Tsuen Wan,"Block A, Tsuen Tak Gardens",28/12/2022,,22.367852,114.119741
Tsuen Wan,"Block B, Tsuen Tak Gardens",28/12/2022,,22.3764393,114.1067921
Tsuen Wan,"Block C, Tsuen Tak Gardens",28/12/2022,,22.3671012,114.1204784
Tsuen Wan,"Block D, Tsuen Tak Gardens",28/12/2022,,22.3764393,114.1067921
Tsuen Wan,"Block 10, Tsuen King Garden",28/12/2022,,22.3769911,114.110702
Tsuen Wan,"Block 11, Tsuen King Garden",28/12/2022,,22.3748306,114.1082588
Tsuen Wan,"Block 1, Tsuen King Garden",28/12/2022,,22.3753501,114.1075894
Tsuen Wan,"Block 2, Tsuen King Garden",28/12/2022,,22.3768845,114.1104659
Tsuen Wan,"Block 3, Tsuen King Garden",28/12/2022,,22.375277,114.1080645
Tsuen Wan,"Block 5, Tsuen King Garden",28/12/2022,,22.3751101,114.1081067
Tsuen Wan,"Block 7, Tsuen King Garden",28/12/2022,,22.3750175,114.1081349
Tsuen Wan,"Block 8, Tsuen King Garden",28/12/2022,,22.3769777,114.1107053
Tsuen Wan,"Block 9, Tsuen King Garden",28/12/2022,,22.3748893,114.1082052
Tsuen Wan,"Shanghai House, Tsuen Wan Centre",28/12/2022,,22.3781035,114.1078444
Tsuen Wan,"Nanking House, Tsuen Wan Centre",28/12/2022,,22.3785808,114.1079653
Tsuen Wan,"Nanning House, Tsuen Wan Centre",28/12/2022,,22.3790744,114.107537
Tsuen Wan,"Nanchang House, Tsuen Wan Centre",28/12/2022,,22.3786405,114.108848
Tsuen Wan,"Chengtu House, Tsuen Wan Centre",28/12/2022,,22.3789795,114.108161
Tsuen Wan,"Kunming House, Tsuen Wan Centre",28/12/2022,,22.3791617,114.1077133
Tsuen Wan,"Kweilin House, Tsuen Wan Centre",28/12/2022,,22.3784441,114.107651
Tsuen Wan,"Hangyang House, Tsuen Wan Centre",28/12/2022,,22.3781035,114.1078444
Tsuen Wan,"Tsinan House, Tsuen Wan Centre",28/12/2022,,22.3788976,114.1071822
Tsuen Wan,"Shenyang House, Tsuen Wan Centre",28/12/2022,,22.378816,114.107
Tsuen Wan,"Soochow House, Tsuen Wan Centre",28/12/2022,,22.3782196,114.1072635
Tsuen Wan,"Kweiyang House, Tsuen Wan Centre",28/12/2022,,22.3787854,114.1083783
Tsuen Wan,"Chungking House, Tsuen Wan Centre",28/12/2022,,22.3781035,114.1078444
Tsuen Wan,"Block 1, Tsuen Wan Plaza",28/12/2022,,22.370821,114.1112277
Tsuen Wan,"Block 2, Tsuen Wan Plaza",28/12/2022,,22.370821,114.1112277
Tsuen Wan,"Lucky Court, Tsuen Wan Garden",28/12/2022,,22.3699122,114.1144306
Tsuen Wan,"Merry Court, Tsuen Wan Garden",28/12/2022,,22.3699363,114.1217903
Tsuen Wan,"Block 2, Tsuen Kam Centre",28/12/2022,,22.3740294,114.1151209
Tsuen Wan,Wah Cheung Building,28/12/2022,,22.3715661,114.1165537
Tsuen Wan,Waldorf Centre,28/12/2022,,22.3716681,114.1196426
Tsuen Wan,"Tower 1, Vision City",28/12/2022,,22.3706748,114.1141282
Tsuen Wan,"Tower 3, Vision City",28/12/2022,,22.3706748,114.1141282
Tsuen Wan,"Tower 6, Vision City",28/12/2022,,22.3706748,114.1141282
Tsuen Wan,The Panorama,28/12/2022,,22.3734063,114.1029542
Tsuen Wan,Wanson House,28/12/2022,,22.3706543,114.119573
Tsuen Wan,"Lok Shan House, Cheung Shan Estate",28/12/2022,,22.3784476,114.130881
Tsuen Wan,"Sau Shan House, Cheung Shan Estate",28/12/2022,,22.3790791,114.1311389
